,fertilizer,n,p,k
675,Calcium ammonium nitrate and other mixtures with CaCO3,1875.0,75,75
676,Calcium ammonium nitrate and other mixtures with CaCO3,1900.0,76,76
677,Calcium ammonium nitrate and other mixtures with CaCO3,1925.0,77,77
678,Calcium ammonium nitrate and other mixtures with CaCO3,1950.0,78,78
679,Calcium ammonium nitrate and other mixtures with CaCO3,1975.0,79,79
680,Calcium ammonium nitrate and other mixtures with CaCO3,2000.0,80,80
681,Calcium ammonium nitrate and other mixtures with CaCO3,2025.0,81,81
682,Calcium ammonium nitrate and other mixtures with CaCO3,2050.0,82,82
683,Calcium ammonium nitrate and other mixtures with CaCO3,2075.0,83,83
684,Calcium ammonium nitrate and other mixtures with CaCO3,2100.0,84,84
685,Calcium ammonium nitrate and other mixtures with CaCO3,2125.0,85,85
686,Calcium ammonium nitrate and other mixtures with CaCO3,2150.0,86,86
687,Calcium ammonium nitrate and other mixtures with CaCO3,2175.0,87,87
688,Calcium ammonium nitrate and other mixtures with CaCO3,2200.0,88,88
689,Calcium ammonium nitrate and other mixtures with CaCO3,2225.0,89,89
690,Calcium ammonium nitrate and other mixtures with CaCO3,2250.0,90,90
691,Calcium ammonium nitrate and other mixtures with CaCO3,2275.0,91,91
692,Calcium ammonium nitrate and other mixtures with CaCO3,2300.0,92,92
693,Calcium ammonium nitrate and other mixtures with CaCO3,2325.0,93,93
694,Calcium ammonium nitrate and other mixtures with CaCO3,2350.0,94,94
695,Calcium ammonium nitrate and other mixtures with CaCO3,2375.0,95,95
696,Calcium ammonium nitrate and other mixtures with CaCO3,2400.0,96,96
697,Calcium ammonium nitrate and other mixtures with CaCO3,2425.0,97,97
698,Calcium ammonium nitrate and other mixtures with CaCO3,2450.0,98,98
699,Calcium ammonium nitrate and other mixtures with CaCO3,2475.0,99,99
700,Calcium ammonium nitrate and other mixtures with CaCO3,2500.0,100,100
701,Calcium ammonium nitrate and other mixtures with CaCO3,2525.0,101,101
702,Calcium ammonium nitrate and other mixtures with CaCO3,2550.0,102,102
703,Calcium ammonium nitrate and other mixtures with CaCO3,2575.0,103,103
704,Calcium ammonium nitrate and other mixtures with CaCO3,2600.0,104,104
705,Calcium ammonium nitrate and other mixtures with CaCO3,2625.0,105,105
706,Calcium ammonium nitrate and other mixtures with CaCO3,2650.0,106,106
707,Calcium ammonium nitrate and other mixtures with CaCO3,2675.0,107,107
708,Calcium ammonium nitrate and other mixtures with CaCO3,2700.0,108,108
709,Calcium ammonium nitrate and other mixtures with CaCO3,2725.0,109,109
710,Calcium ammonium nitrate and other mixtures with CaCO3,2750.0,110,110
711,Calcium ammonium nitrate and other mixtures with CaCO3,2775.0,111,111
712,Calcium ammonium nitrate and other mixtures with CaCO3,2800.0,112,112
713,Calcium ammonium nitrate and other mixtures with CaCO3,2825.0,113,113
714,Calcium ammonium nitrate and other mixtures with CaCO3,2850.0,114,114
715,Calcium ammonium nitrate and other mixtures with CaCO3,2875.0,115,115
716,Calcium ammonium nitrate and other mixtures with CaCO3,2900.0,116,116
717,Calcium ammonium nitrate and other mixtures with CaCO3,2925.0,117,117
718,Calcium ammonium nitrate and other mixtures with CaCO3,2950.0,118,118
719,Calcium ammonium nitrate and other mixtures with CaCO3,2975.0,119,119
720,Calcium ammonium nitrate and other mixtures with CaCO3,3000.0,120,120
721,Calcium ammonium nitrate and other mixtures with CaCO3,3025.0,121,121
722,Calcium ammonium nitrate and other mixtures with CaCO3,3050.0,122,122
723,Calcium ammonium nitrate and other mixtures with CaCO3,3075.0,123,123
724,Calcium ammonium nitrate and other mixtures with CaCO3,3100.0,124,124
725,Calcium ammonium nitrate and other mixtures with CaCO3,3125.0,125,125
726,Calcium ammonium nitrate and other mixtures with CaCO3,3150.0,126,126
727,Calcium ammonium nitrate and other mixtures with CaCO3,3175.0,127,127
728,Calcium ammonium nitrate and other mixtures with CaCO3,3200.0,128,128
729,Calcium ammonium nitrate and other mixtures with CaCO3,3225.0,129,129
730,Calcium ammonium nitrate and other mixtures with CaCO3,3250.0,130,130
731,Calcium ammonium nitrate and other mixtures with CaCO3,3275.0,131,131
732,Calcium ammonium nitrate and other mixtures with CaCO3,3300.0,132,132
733,Calcium ammonium nitrate and other mixtures with CaCO3,3325.0,133,133
734,Calcium ammonium nitrate and other mixtures with CaCO3,3350.0,134,134
735,Calcium ammonium nitrate and other mixtures with CaCO3,3375.0,135,135
736,Calcium ammonium nitrate and other mixtures with CaCO3,3400.0,136,136
737,Calcium ammonium nitrate and other mixtures with CaCO3,3425.0,137,137
738,Calcium ammonium nitrate and other mixtures with CaCO3,3450.0,138,138
739,Calcium ammonium nitrate and other mixtures with CaCO3,3475.0,139,139
740,Calcium ammonium nitrate and other mixtures with CaCO3,3500.0,140,140
741,Calcium ammonium nitrate and other mixtures with CaCO3,3525.0,141,141
742,Calcium ammonium nitrate and other mixtures with CaCO3,3550.0,142,142
743,Calcium ammonium nitrate and other mixtures with CaCO3,3575.0,143,143
744,Calcium ammonium nitrate and other mixtures with CaCO3,3600.0,144,144
745,Calcium ammonium nitrate and other mixtures with CaCO3,3625.0,145,145
746,Calcium ammonium nitrate and other mixtures with CaCO3,3650.0,146,146
747,Calcium ammonium nitrate and other mixtures with CaCO3,3675.0,147,147
748,Calcium ammonium nitrate and other mixtures with CaCO3,3700.0,148,148
749,Calcium ammonium nitrate and other mixtures with CaCO3,3725.0,149,149
750,Calcium ammonium nitrate and other mixtures with CaCO3,3750.0,150,150
751,Calcium ammonium nitrate and other mixtures with CaCO3,3775.0,151,151
752,Calcium ammonium nitrate and other mixtures with CaCO3,3800.0,152,152
753,Calcium ammonium nitrate and other mixtures with CaCO3,3825.0,153,153
754,Calcium ammonium nitrate and other mixtures with CaCO3,3850.0,154,154
755,Calcium ammonium nitrate and other mixtures with CaCO3,3875.0,155,155
756,Calcium ammonium nitrate and other mixtures with CaCO3,3900.0,156,156
757,Calcium ammonium nitrate and other mixtures with CaCO3,3925.0,157,157
758,Calcium ammonium nitrate and other mixtures with CaCO3,3950.0,158,158
759,Calcium ammonium nitrate and other mixtures with CaCO3,3975.0,159,159
760,Calcium ammonium nitrate and other mixtures with CaCO3,4000.0,160,160
761,Calcium ammonium nitrate and other mixtures with CaCO3,4025.0,161,161
762,Calcium ammonium nitrate and other mixtures with CaCO3,4050.0,162,162
763,Calcium ammonium nitrate and other mixtures with CaCO3,4075.0,163,163
764,Calcium ammonium nitrate and other mixtures with CaCO3,4100.0,164,164
765,Calcium ammonium nitrate and other mixtures with CaCO3,4125.0,165,165
766,Calcium ammonium nitrate and other mixtures with CaCO3,4150.0,166,166
767,Calcium ammonium nitrate and other mixtures with CaCO3,4175.0,167,167
768,Calcium ammonium nitrate and other mixtures with CaCO3,4200.0,168,168
769,Calcium ammonium nitrate and other mixtures with CaCO3,4225.0,169,169
770,Calcium ammonium nitrate and other mixtures with CaCO3,4250.0,170,170
771,Calcium ammonium nitrate and other mixtures with CaCO3,4275.0,171,171
772,Calcium ammonium nitrate and other mixtures with CaCO3,4300.0,172,172
773,Calcium ammonium nitrate and other mixtures with CaCO3,4325.0,173,173
774,Calcium ammonium nitrate and other mixtures with CaCO3,4350.0,174,174
775,Calcium ammonium nitrate and other mixtures with CaCO3,4375.0,175,175
776,Calcium ammonium nitrate and other mixtures with CaCO3,4400.0,176,176
777,Calcium ammonium nitrate and other mixtures with CaCO3,4425.0,177,177
778,Calcium ammonium nitrate and other mixtures with CaCO3,4450.0,178,178
779,Calcium ammonium nitrate and other mixtures with CaCO3,4475.0,179,179
780,Calcium ammonium nitrate and other mixtures with CaCO3,4500.0,180,180
781,Calcium ammonium nitrate and other mixtures with CaCO3,4525.0,181,181
782,Calcium ammonium nitrate and other mixtures with CaCO3,4550.0,182,182
783,Calcium ammonium nitrate and other mixtures with CaCO3,4575.0,183,183
784,Calcium ammonium nitrate and other mixtures with CaCO3,4600.0,184,184
785,Calcium ammonium nitrate and other mixtures with CaCO3,4625.0,185,185
786,Calcium ammonium nitrate and other mixtures with CaCO3,4650.0,186,186
787,Calcium ammonium nitrate and other mixtures with CaCO3,4675.0,187,187
788,Calcium ammonium nitrate and other mixtures with CaCO3,4700.0,188,188
789,Calcium ammonium nitrate and other mixtures with CaCO3,4725.0,189,189
790,Calcium ammonium nitrate and other mixtures with CaCO3,4750.0,190,190
791,Calcium ammonium nitrate and other mixtures with CaCO3,4775.0,191,191
792,Calcium ammonium nitrate and other mixtures with CaCO3,4800.0,192,192
793,Calcium ammonium nitrate and other mixtures with CaCO3,4825.0,193,193
794,Calcium ammonium nitrate and other mixtures with CaCO3,4850.0,194,194
795,Calcium ammonium nitrate and other mixtures with CaCO3,4875.0,195,195
796,Calcium ammonium nitrate and other mixtures with CaCO3,4900.0,196,196
797,Calcium ammonium nitrate and other mixtures with CaCO3,4925.0,197,197
798,Calcium ammonium nitrate and other mixtures with CaCO3,4950.0,198,198
799,Calcium ammonium nitrate and other mixtures with CaCO3,4975.0,199,199
800,Sodium nitrate,0.0,0,0
801,Sodium nitrate,16.5,1,1
802,Sodium nitrate,33.0,2,2
803,Sodium nitrate,49.5,3,3
804,Sodium nitrate,66.0,4,4
805,Sodium nitrate,82.5,5,5
806,Sodium nitrate,99.0,6,6
807,Sodium nitrate,115.5,7,7
808,Sodium nitrate,132.0,8,8
809,Sodium nitrate,148.5,9,9
810,Sodium nitrate,165.0,10,10
811,Sodium nitrate,181.5,11,11
812,Sodium nitrate,198.0,12,12
813,Sodium nitrate,214.5,13,13
814,Sodium nitrate,231.0,14,14
815,Sodium nitrate,247.5,15,15
816,Sodium nitrate,264.0,16,16
817,Sodium nitrate,280.5,17,17
818,Sodium nitrate,297.0,18,18
819,Sodium nitrate,313.5,19,19
820,Sodium nitrate,330.0,20,20
821,Sodium nitrate,346.5,21,21
822,Sodium nitrate,363.0,22,22
823,Sodium nitrate,379.5,23,23
824,Sodium nitrate,396.0,24,24
825,Sodium nitrate,412.5,25,25
826,Sodium nitrate,429.0,26,26
827,Sodium nitrate,445.5,27,27
828,Sodium nitrate,462.0,28,28
829,Sodium nitrate,478.5,29,29
830,Sodium nitrate,495.0,30,30
831,Sodium nitrate,511.5,31,31
832,Sodium nitrate,528.0,32,32
833,Sodium nitrate,544.5,33,33
834,Sodium nitrate,561.0,34,34
835,Sodium nitrate,577.5,35,35
836,Sodium nitrate,594.0,36,36
837,Sodium nitrate,610.5,37,37
838,Sodium nitrate,627.0,38,38
839,Sodium nitrate,643.5,39,39
840,Sodium nitrate,660.0,40,40
841,Sodium nitrate,676.5,41,41
842,Sodium nitrate,693.0,42,42
843,Sodium nitrate,709.5,43,43
844,Sodium nitrate,726.0,44,44
845,Sodium nitrate,742.5,45,45
846,Sodium nitrate,759.0,46,46
847,Sodium nitrate,775.5,47,47
848,Sodium nitrate,792.0,48,48
849,Sodium nitrate,808.5,49,49
850,Sodium nitrate,825.0,50,50
851,Sodium nitrate,841.5,51,51
852,Sodium nitrate,858.0,52,52
853,Sodium nitrate,874.5,53,53
854,Sodium nitrate,891.0,54,54
855,Sodium nitrate,907.5,55,55
856,Sodium nitrate,924.0,56,56
857,Sodium nitrate,940.5,57,57
858,Sodium nitrate,957.0,58,58
859,Sodium nitrate,973.5,59,59
860,Sodium nitrate,990.0,60,60
861,Sodium nitrate,1006.5,61,61
862,Sodium nitrate,1023.0,62,62
863,Sodium nitrate,1039.5,63,63
864,Sodium nitrate,1056.0,64,64
865,Sodium nitrate,1072.5,65,65
866,Sodium nitrate,1089.0,66,66
867,Sodium nitrate,1105.5,67,67
868,Sodium nitrate,1122.0,68,68
869,Sodium nitrate,1138.5,69,69
870,Sodium nitrate,1155.0,70,70
871,Sodium nitrate,1171.5,71,71
872,Sodium nitrate,1188.0,72,72
873,Sodium nitrate,1204.5,73,73
874,Sodium nitrate,1221.0,74,74
875,Sodium nitrate,1237.5,75,75
876,Sodium nitrate,1254.0,76,76
877,Sodium nitrate,1270.5,77,77
878,Sodium nitrate,1287.0,78,78
879,Sodium nitrate,1303.5,79,79
880,Sodium nitrate,1320.0,80,80
881,Sodium nitrate,1336.5,81,81
882,Sodium nitrate,1353.0,82,82
883,Sodium nitrate,1369.5,83,83
884,Sodium nitrate,1386.0,84,84
885,Sodium nitrate,1402.5,85,85
886,Sodium nitrate,1419.0,86,86
887,Sodium nitrate,1435.5,87,87
888,Sodium nitrate,1452.0,88,88
889,Sodium nitrate,1468.5,89,89
890,Sodium nitrate,1485.0,90,90
891,Sodium nitrate,1501.5,91,91
892,Sodium nitrate,1518.0,92,92
893,Sodium nitrate,1534.5,93,93
894,Sodium nitrate,1551.0,94,94
895,Sodium nitrate,1567.5,95,95
896,Sodium nitrate,1584.0,96,96
897,Sodium nitrate,1600.5,97,97
898,Sodium nitrate,1617.0,98,98
899,Sodium nitrate,1633.5,99,99
900,Sodium nitrate,1650.0,100,100
901,Sodium nitrate,1666.5,101,101
902,Sodium nitrate,1683.0,102,102
903,Sodium nitrate,1699.5,103,103
904,Sodium nitrate,1716.0,104,104
905,Sodium nitrate,1732.5,105,105
906,Sodium nitrate,1749.0,106,106
907,Sodium nitrate,1765.5,107,107
908,Sodium nitrate,1782.0,108,108
909,Sodium nitrate,1798.5,109,109
910,Sodium nitrate,1815.0,110,110
911,Sodium nitrate,1831.5,111,111
912,Sodium nitrate,1848.0,112,112
913,Sodium nitrate,1864.5,113,113
914,Sodium nitrate,1881.0,114,114
915,Sodium nitrate,1897.5,115,115
916,Sodium nitrate,1914.0,116,116
917,Sodium nitrate,1930.5,117,117
918,Sodium nitrate,1947.0,118,118
919,Sodium nitrate,1963.5,119,119
920,Sodium nitrate,1980.0,120,120
921,Sodium nitrate,1996.5,121,121
922,Sodium nitrate,2013.0,122,122
923,Sodium nitrate,2029.5,123,123
924,Sodium nitrate,2046.0,124,124
925,Sodium nitrate,2062.5,125,125
926,Sodium nitrate,2079.0,126,126
927,Sodium nitrate,2095.5,127,127
928,Sodium nitrate,2112.0,128,128
929,Sodium nitrate,2128.5,129,129
930,Sodium nitrate,2145.0,130,130
931,Sodium nitrate,2161.5,131,131
932,Sodium nitrate,2178.0,132,132
933,Sodium nitrate,2194.5,133,133
934,Sodium nitrate,2211.0,134,134
935,Sodium nitrate,2227.5,135,135
936,Sodium nitrate,2244.0,136,136
937,Sodium nitrate,2260.5,137,137
938,Sodium nitrate,2277.0,138,138
939,Sodium nitrate,2293.5,139,139
940,Sodium nitrate,2310.0,140,140
941,Sodium nitrate,2326.5,141,141
942,Sodium nitrate,2343.0,142,142
943,Sodium nitrate,2359.5,143,143
944,Sodium nitrate,2376.0,144,144
945,Sodium nitrate,2392.5,145,145
946,Sodium nitrate,2409.0,146,146
947,Sodium nitrate,2425.5,147,147
948,Sodium nitrate,2442.0,148,148
949,Sodium nitrate,2458.5,149,149
950,Sodium nitrate,2475.0,150,150
951,Sodium nitrate,2491.5,151,151
952,Sodium nitrate,2508.0,152,152
953,Sodium nitrate,2524.5,153,153
954,Sodium nitrate,2541.0,154,154
955,Sodium nitrate,2557.5,155,155
956,Sodium nitrate,2574.0,156,156
957,Sodium nitrate,2590.5,157,157
958,Sodium nitrate,2607.0,158,158
959,Sodium nitrate,2623.5,159,159
960,Sodium nitrate,2640.0,160,160
961,Sodium nitrate,2656.5,161,161
962,Sodium nitrate,2673.0,162,162
963,Sodium nitrate,2689.5,163,163
964,Sodium nitrate,2706.0,164,164
965,Sodium nitrate,2722.5,165,165
966,Sodium nitrate,2739.0,166,166
967,Sodium nitrate,2755.5,167,167
968,Sodium nitrate,2772.0,168,168
969,Sodium nitrate,2788.5,169,169
970,Sodium nitrate,2805.0,170,170
971,Sodium nitrate,2821.5,171,171
972,Sodium nitrate,2838.0,172,172
973,Sodium nitrate,2854.5,173,173
974,Sodium nitrate,2871.0,174,174
975,Sodium nitrate,2887.5,175,175
976,Sodium nitrate,2904.0,176,176
977,Sodium nitrate,2920.5,177,177
978,Sodium nitrate,2937.0,178,178
979,Sodium nitrate,2953.5,179,179
980,Sodium nitrate,2970.0,180,180
981,Sodium nitrate,2986.5,181,181
982,Sodium nitrate,3003.0,182,182
983,Sodium nitrate,3019.5,183,183
984,Sodium nitrate,3036.0,184,184
985,Sodium nitrate,3052.5,185,185
986,Sodium nitrate,3069.0,186,186
987,Sodium nitrate,3085.5,187,187
988,Sodium nitrate,3102.0,188,188
989,Sodium nitrate,3118.5,189,189
990,Sodium nitrate,3135.0,190,190
991,Sodium nitrate,3151.5,191,191
992,Sodium nitrate,3168.0,192,192
993,Sodium nitrate,3184.5,193,193
994,Sodium nitrate,3201.0,194,194
995,Sodium nitrate,3217.5,195,195
996,Sodium nitrate,3234.0,196,196
997,Sodium nitrate,3250.5,197,197
998,Sodium nitrate,3267.0,198,198
999,Sodium nitrate,3283.5,199,199
1000,Urea and ammonium nitrate solutions,0.0,0,0
1001,Urea and ammonium nitrate solutions,1.0,1,1
1002,Urea and ammonium nitrate solutions,2.0,2,2
1003,Urea and ammonium nitrate solutions,3.0,3,3
1004,Urea and ammonium nitrate solutions,4.0,4,4
1005,Urea and ammonium nitrate solutions,5.0,5,5
1006,Urea and ammonium nitrate solutions,6.0,6,6
1007,Urea and ammonium nitrate solutions,7.0,7,7
1008,Urea and ammonium nitrate solutions,8.0,8,8
1009,Urea and ammonium nitrate solutions,9.0,9,9
1010,Urea and ammonium nitrate solutions,10.0,10,10
1011,Urea and ammonium nitrate solutions,11.0,11,11
1012,Urea and ammonium nitrate solutions,12.0,12,12
1013,Urea and ammonium nitrate solutions,13.0,13,13
1014,Urea and ammonium nitrate solutions,14.0,14,14
1015,Urea and ammonium nitrate solutions,15.0,15,15
1016,Urea and ammonium nitrate solutions,16.0,16,16
1017,Urea and ammonium nitrate solutions,17.0,17,17
1018,Urea and ammonium nitrate solutions,18.0,18,18
1019,Urea and ammonium nitrate solutions,19.0,19,19
1020,Urea and ammonium nitrate solutions,20.0,20,20
1021,Urea and ammonium nitrate solutions,21.0,21,21
1022,Urea and ammonium nitrate solutions,22.0,22,22
1023,Urea and ammonium nitrate solutions,23.0,23,23
1024,Urea and ammonium nitrate solutions,24.0,24,24
1025,Urea and ammonium nitrate solutions,25.0,25,25
1026,Urea and ammonium nitrate solutions,26.0,26,26
1027,Urea and ammonium nitrate solutions,27.0,27,27
1028,Urea and ammonium nitrate solutions,28.0,28,28
1029,Urea and ammonium nitrate solutions,29.0,29,29
1030,Urea and ammonium nitrate solutions,30.0,30,30
1031,Urea and ammonium nitrate solutions,31.0,31,31
1032,Urea and ammonium nitrate solutions,32.0,32,32
1033,Urea and ammonium nitrate solutions,33.0,33,33
1034,Urea and ammonium nitrate solutions,34.0,34,34
1035,Urea and ammonium nitrate solutions,35.0,35,35
1036,Urea and ammonium nitrate solutions,36.0,36,36
1037,Urea and ammonium nitrate solutions,37.0,37,37
1038,Urea and ammonium nitrate solutions,38.0,38,38
1039,Urea and ammonium nitrate solutions,39.0,39,39
1040,Urea and ammonium nitrate solutions,40.0,40,40
1041,Urea and ammonium nitrate solutions,41.0,41,41
1042,Urea and ammonium nitrate solutions,42.0,42,42
1043,Urea and ammonium nitrate solutions,43.0,43,43
1044,Urea and ammonium nitrate solutions,44.0,44,44
1045,Urea and ammonium nitrate solutions,45.0,45,45
1046,Urea and ammonium nitrate solutions,46.0,46,46
1047,Urea and ammonium nitrate solutions,47.0,47,47
1048,Urea and ammonium nitrate solutions,48.0,48,48
1049,Urea and ammonium nitrate solutions,49.0,49,49
1050,Urea and ammonium nitrate solutions,50.0,50,50
1051,Urea and ammonium nitrate solutions,51.0,51,51
1052,Urea and ammonium nitrate solutions,52.0,52,52
1053,Urea and ammonium nitrate solutions,53.0,53,53
1054,Urea and ammonium nitrate solutions,54.0,54,54
1055,Urea and ammonium nitrate solutions,55.0,55,55
1056,Urea and ammonium nitrate solutions,56.0,56,56
1057,Urea and ammonium nitrate solutions,57.0,57,57
1058,Urea and ammonium nitrate solutions,58.0,58,58
1059,Urea and ammonium nitrate solutions,59.0,59,59
1060,Urea and ammonium nitrate solutions,60.0,60,60
1061,Urea and ammonium nitrate solutions,61.0,61,61
1062,Urea and ammonium nitrate solutions,62.0,62,62
1063,Urea and ammonium nitrate solutions,63.0,63,63
1064,Urea and ammonium nitrate solutions,64.0,64,64
1065,Urea and ammonium nitrate solutions,65.0,65,65
1066,Urea and ammonium nitrate solutions,66.0,66,66
1067,Urea and ammonium nitrate solutions,67.0,67,67
1068,Urea and ammonium nitrate solutions,68.0,68,68
1069,Urea and ammonium nitrate solutions,69.0,69,69
1070,Urea and ammonium nitrate solutions,70.0,70,70
1071,Urea and ammonium nitrate solutions,71.0,71,71
1072,Urea and ammonium nitrate solutions,72.0,72,72
1073,Urea and ammonium nitrate solutions,73.0,73,73
1074,Urea and ammonium nitrate solutions,74.0,74,74
1075,Urea and ammonium nitrate solutions,75.0,75,75
1076,Urea and ammonium nitrate solutions,76.0,76,76
1077,Urea and ammonium nitrate solutions,77.0,77,77
1078,Urea and ammonium nitrate solutions,78.0,78,78
1079,Urea and ammonium nitrate solutions,79.0,79,79
1080,Urea and ammonium nitrate solutions,80.0,80,80
1081,Urea and ammonium nitrate solutions,81.0,81,81
1082,Urea and ammonium nitrate solutions,82.0,82,82
1083,Urea and ammonium nitrate solutions,83.0,83,83
1084,Urea and ammonium nitrate solutions,84.0,84,84
1085,Urea and ammonium nitrate solutions,85.0,85,85
1086,Urea and ammonium nitrate solutions,86.0,86,86
1087,Urea and ammonium nitrate solutions,87.0,87,87
1088,Urea and ammonium nitrate solutions,88.0,88,88
1089,Urea and ammonium nitrate solutions,89.0,89,89
1090,Urea and ammonium nitrate solutions,90.0,90,90
1091,Urea and ammonium nitrate solutions,91.0,91,91
1092,Urea and ammonium nitrate solutions,92.0,92,92
1093,Urea and ammonium nitrate solutions,93.0,93,93
1094,Urea and ammonium nitrate solutions,94.0,94,94
1095,Urea and ammonium nitrate solutions,95.0,95,95
1096,Urea and ammonium nitrate solutions,96.0,96,96
1097,Urea and ammonium nitrate solutions,97.0,97,97
1098,Urea and ammonium nitrate solutions,98.0,98,98
1099,Urea and ammonium nitrate solutions,99.0,99,99
1100,Urea and ammonium nitrate solutions,100.0,100,100
1101,Urea and ammonium nitrate solutions,101.0,101,101
1102,Urea and ammonium nitrate solutions,102.0,102,102
1103,Urea and ammonium nitrate solutions,103.0,103,103
1104,Urea and ammonium nitrate solutions,104.0,104,104
